Image,Index,Name,Type 1,Type 2,Total,HP,Attack,Defense,SP. Atk.,SP. Def,Speed,matched_name,moves
images/316.png,251,Celebi,Psychic,Grass,600,100,100,100,100,100,100,celebi,"aerial-ace, ally-switch, ancient-power, aura-sphere, baton-pass, calm-mind, charge-beam, confide, confusion, curse, cut, dazzling-gleam, defense-curl, detect, double-edge, double-team, dream-eater, dual-wingbeat, earth-power, echoed-voice, endure, energy-ball, expanding-force, facade, flash, fling, frustration, future-sight, giga-drain, giga-impact, grass-knot, grassy-glide, grassy-terrain, heal-bell, heal-block, healing-wish, helping-hand, hidden-power, hyper-beam, imprison, laser-focus, last-resort, leaf-blade, leaf-storm, leech-seed, life-dew, light-screen, magic-coat, magic-room, magical-leaf, metronome, mimic, mud-slap, nasty-plot, natural-gift, nature-power, nightmare, perish-song, pollen-puff, protect, psych-up, psychic, psychic-terrain, psycho-cut, rain-dance, recover, reflect, rest, return, round, safeguard, sandstorm, secret-power, seed-bomb, shadow-ball, shock-wave, signal-beam, silver-wind, skill-swap, sleep-talk, snore, solar-beam, solar-blade, stealth-rock, substitute, sucker-punch, sunny-day, swagger, sweet-scent, swift, swords-dance, synthesis, telekinesis, thunder-wave, toxic, trick, trick-room, u-turn, uproar, water-pulse, weather-ball, wonder-room, worry-seed, zen-headbutt"
images/317.png,252,Treecko,Grass,,310,40,45,35,65,55,70,treecko,"absorb, acrobatics, aerial-ace, agility, assurance, attract, body-slam, breaking-swipe, brick-break, bullet-seed, captivate, confide, counter, crunch, crush-claw, cut, detect, dig, double-edge, double-kick, double-team, dragon-breath, dragon-tail, drain-punch, dynamic-punch, endeavor, endure, energy-ball, facade, flash, fling, focus-punch, frustration, fury-cutter, giga-drain, grass-knot, grass-pledge, grass-whistle, grassy-glide, grassy-terrain, headbutt, helping-hand, hidden-power, iron-tail, leaf-storm, leafage, leech-seed, leer, low-kick, magical-leaf, mega-drain, mega-kick, mega-punch, mimic, mud-slap, mud-sport, natural-gift, nature-power, night-slash, pound, power-up-punch, protect, pursuit, quick-attack, quick-guard, razor-wind, rest, return, rock-slide, rock-smash, rock-tomb, round, safeguard, screech, secret-power, seed-bomb, seismic-toss, slam, slash, sleep-talk, snore, solar-beam, strength, substitute, sunny-day, swagger, swift, swords-dance, synthesis, take-down, tera-blast, thief, thunder-punch, toxic, trailblaze, upper-hand, work-up, worry-seed"
images/318.png,253,Grovyle,Grass,,405,50,65,45,85,65,95,grovyle,"absorb, acrobatics, aerial-ace, agility, assurance, attract, body-slam, breaking-swipe, brick-break, bullet-seed, captivate, confide, counter, crunch, cut, detect, dig, double-edge, double-kick, double-team, dragon-breath, dragon-tail, drain-punch, dynamic-punch, endeavor, endure, energy-ball, facade, false-swipe, flash, fling, focus-punch, frustration, fury-cutter, giga-drain, grass-knot, grass-pledge, grassy-glide, grassy-terrain, headbutt, helping-hand, hidden-power, iron-tail, leaf-blade, leaf-storm, leafage, leech-seed, leer, low-kick, low-sweep, magical-leaf, mega-drain, mega-kick, mega-punch, mimic, mud-slap, natural-gift, nature-power, night-slash, pound, power-up-punch, protect, pursuit, quick-attack, quick-guard, rest, return, rock-slide, rock-smash, rock-tomb, round, safeguard, screech, secret-power, seed-bomb, seismic-toss, slam, slash, sleep-talk, snore, solar-beam, solar-blade, strength, substitute, sunny-day, swagger, swift, swords-dance, synthesis, take-down, tera-blast, thief, thunder-punch, toxic, trailblaze, upper-hand, vacuum-wave, work-up, worry-seed, x-scissor"
images/319.png,254,Sceptile,Grass,,530,70,85,65,105,85,120,sceptile,"absorb, acrobatics, aerial-ace, agility, assurance, attract, body-slam, breaking-swipe, brick-break, brutal-swing, bulldoze, bullet-seed, captivate, confide, counter, cross-poison, crunch, cut, detect, dig, double-edge, double-kick, double-team, dragon-breath, dragon-cheer, dragon-claw, dragon-dance, dragon-pulse, dragon-tail, drain-punch, dual-chop, dynamic-punch, earthquake, endeavor, endure, energy-ball, facade, false-swipe, flash, fling, focus-blast, focus-punch, frenzy-plant, frustration, fury-cutter, giga-drain, giga-impact, grass-knot, grass-pledge, grassy-glide, grassy-terrain, headbutt, helping-hand, hidden-power, hone-claws, hyper-beam, iron-tail, laser-focus, leaf-blade, leaf-storm, leafage, leech-seed, leer, low-kick, low-sweep, magical-leaf, mega-drain, mega-kick, mega-punch, mimic, mud-slap, natural-gift, nature-power, night-slash, outrage, pound, power-up-punch, protect, pursuit, quick-attack, quick-guard, rest, return, roar, rock-climb, rock-slide, rock-smash, rock-tomb, round, safeguard, scale-shot, screech, secret-power, seed-bomb, seismic-toss, shed-tail, slam, slash, sleep-talk, snore, solar-beam, solar-blade, strength, substitute, sunny-day, swagger, swift, swords-dance, synthesis, take-down, tera-blast, thief, throat-chop, thunder-punch, toxic, trailblaze, upper-hand, vacuum-wave, work-up, worry-seed, x-scissor"
images/320.png,254,sceptile-mega sceptile,Grass,Dragon,630,70,110,75,145,85,145,sceptile,"absorb, acrobatics, aerial-ace, agility, assurance, attract, body-slam, breaking-swipe, brick-break, brutal-swing, bulldoze, bullet-seed, captivate, confide, counter, cross-poison, crunch, cut, detect, dig, double-edge, double-kick, double-team, dragon-breath, dragon-cheer, dragon-claw, dragon-dance, dragon-pulse, dragon-tail, drain-punch, dual-chop, dynamic-punch, earthquake, endeavor, endure, energy-ball, facade, false-swipe, flash, fling, focus-blast, focus-punch, frenzy-plant, frustration, fury-cutter, giga-drain, giga-impact, grass-knot, grass-pledge, grassy-glide, grassy-terrain, headbutt, helping-hand, hidden-power, hone-claws, hyper-beam, iron-tail, laser-focus, leaf-blade, leaf-storm, leafage, leech-seed, leer, low-kick, low-sweep, magical-leaf, mega-drain, mega-kick, mega-punch, mimic, mud-slap, natural-gift, nature-power, night-slash, outrage, pound, power-up-punch, protect, pursuit, quick-attack, quick-guard, rest, return, roar, rock-climb, rock-slide, rock-smash, rock-tomb, round, safeguard, scale-shot, screech, secret-power, seed-bomb, seismic-toss, shed-tail, slam, slash, sleep-talk, snore, solar-beam, solar-blade, strength, substitute, sunny-day, swagger, swift, swords-dance, synthesis, take-down, tera-blast, thief, throat-chop, thunder-punch, toxic, trailblaze, upper-hand, vacuum-wave, work-up, worry-seed, x-scissor"
images/321.png,255,Torchic,Fire,,310,45,60,40,70,50,45,torchic,"aerial-ace, agility, assurance, attract, baton-pass, body-slam, bounce, captivate, confide, counter, crush-claw, curse, cut, defog, detect, dig, double-edge, double-team, echoed-voice, ember, endure, facade, feather-dance, feint, fire-blast, fire-pledge, fire-spin, flame-burst, flame-charge, flamethrower, flare-blitz, focus-energy, frustration, growl, headbutt, heat-wave, helping-hand, hidden-power, hone-claws, incinerate, last-resort, low-kick, mega-kick, mega-punch, mimic, mirror-move, mud-slap, natural-gift, night-slash, overheat, peck, protect, quick-attack, rest, return, reversal, rock-slide, rock-smash, rock-tomb, round, sand-attack, scratch, secret-power, seismic-toss, shadow-claw, slash, sleep-talk, smelling-salts, snore, strength, substitute, sunny-day, swagger, swift, swords-dance, take-down, temper-flare, tera-blast, toxic, uproar, will-o-wisp, work-up"
images/322.png,256,Combusken,Fire,Fighting,405,60,85,60,85,60,55,combusken,"aerial-ace, agility, assurance, attract, baton-pass, blaze-kick, body-slam, bounce, brick-break, bulk-up, captivate, close-combat, coaching, confide, counter, crush-claw, curse, cut, defog, detect, dig, double-edge, double-kick, double-team, dual-chop, dynamic-punch, echoed-voice, ember, endure, facade, feather-dance, feint, fire-blast, fire-pledge, fire-punch, fire-spin, flame-charge, flamethrower, flare-blitz, fling, focus-blast, focus-energy, focus-punch, frustration, fury-cutter, growl, headbutt, heat-wave, helping-hand, hidden-power, hone-claws, incinerate, last-resort, low-kick, low-sweep, mega-kick, mega-punch, mimic, mirror-move, mud-slap, natural-gift, night-slash, overheat, peck, poison-jab, power-up-punch, protect, quick-attack, rest, return, revenge, reversal, rock-slide, rock-smash, rock-tomb, round, sand-attack, scratch, secret-power, seismic-toss, shadow-claw, sky-uppercut, slash, sleep-talk, snore, strength, substitute, sunny-day, swagger, swift, swords-dance, take-down, temper-flare, tera-blast, thief, thunder-punch, toxic, uproar, vacuum-wave, will-o-wisp, work-up"
images/323.png,257,Blaziken,Fire,Fighting,530,80,120,70,110,70,80,blaziken,"acrobatics, aerial-ace, agility, assurance, attract, aura-sphere, baton-pass, blast-burn, blaze-kick, body-slam, bounce, brave-bird, brick-break, bulk-up, bulldoze, captivate, close-combat, coaching, confide, counter, crush-claw, curse, cut, defog, detect, dig, double-edge, double-kick, double-team, dual-chop, dynamic-punch, earthquake, echoed-voice, ember, endure, facade, feather-dance, feint, fire-blast, fire-pledge, fire-punch, fire-spin, flame-charge, flamethrower, flare-blitz, fling, focus-blast, focus-energy, focus-punch, frustration, fury-cutter, giga-impact, growl, headbutt, heat-crash, heat-wave, helping-hand, hidden-power, high-jump-kick, hone-claws, hyper-beam, incinerate, knock-off, laser-focus, last-resort, low-kick, low-sweep, mega-kick, mega-punch, mimic, mirror-move, mud-slap, natural-gift, night-slash, overheat, peck, poison-jab, power-up-punch, protect, quick-attack, rest, return, revenge, reversal, roar, rock-climb, rock-slide, rock-smash, rock-tomb, role-play, round, sand-attack, scorching-sands, scratch, secret-power, seismic-toss, shadow-claw, sky-uppercut, slash, sleep-talk, snore, solar-beam, stone-edge, strength, substitute, sunny-day, superpower, swagger, swift, swords-dance, take-down, temper-flare, tera-blast, thief, thunder-punch, toxic, u-turn, upper-hand, uproar, vacuum-wave, will-o-wisp, work-up"
images/324.png,257,blaziken-mega blaziken,Fire,Fighting,630,80,160,80,130,80,100,blaziken,"acrobatics, aerial-ace, agility, assurance, attract, aura-sphere, baton-pass, blast-burn, blaze-kick, body-slam, bounce, brave-bird, brick-break, bulk-up, bulldoze, captivate, close-combat, coaching, confide, counter, crush-claw, curse, cut, defog, detect, dig, double-edge, double-kick, double-team, dual-chop, dynamic-punch, earthquake, echoed-voice, ember, endure, facade, feather-dance, feint, fire-blast, fire-pledge, fire-punch, fire-spin, flame-charge, flamethrower, flare-blitz, fling, focus-blast, focus-energy, focus-punch, frustration, fury-cutter, giga-impact, growl, headbutt, heat-crash, heat-wave, helping-hand, hidden-power, high-jump-kick, hone-claws, hyper-beam, incinerate, knock-off, laser-focus, last-resort, low-kick, low-sweep, mega-kick, mega-punch, mimic, mirror-move, mud-slap, natural-gift, night-slash, overheat, peck, poison-jab, power-up-punch, protect, quick-attack, rest, return, revenge, reversal, roar, rock-climb, rock-slide, rock-smash, rock-tomb, role-play, round, sand-attack, scorching-sands, scratch, secret-power, seismic-toss, shadow-claw, sky-uppercut, slash, sleep-talk, snore, solar-beam, stone-edge, strength, substitute, sunny-day, superpower, swagger, swift, swords-dance, take-down, temper-flare, tera-blast, thief, thunder-punch, toxic, u-turn, upper-hand, uproar, vacuum-wave, will-o-wisp, work-up"
images/325.png,258,Mudkip,Water,,310,50,70,50,50,50,40,mudkip,"amnesia, ancient-power, aqua-tail, attract, avalanche, barrier, bide, bite, blizzard, body-slam, captivate, chilling-water, confide, counter, curse, defense-curl, dig, dive, double-edge, double-team, earth-power, echoed-voice, endeavor, endure, facade, foresight, frustration, growl, hail, headbutt, hidden-power, hydro-pump, ice-ball, ice-beam, icy-wind, iron-tail, liquidation, low-kick, mimic, mirror-coat, mud-bomb, mud-shot, mud-slap, mud-sport, muddy-water, natural-gift, protect, rain-dance, refresh, rest, return, roar, rock-slide, rock-smash, rock-throw, rock-tomb, rollout, round, scald, screech, secret-power, sleep-talk, sludge, sludge-wave, snore, stomp, strength, substitute, superpower, supersonic, surf, swagger, tackle, take-down, tera-blast, toxic, uproar, water-gun, water-pledge, water-pulse, waterfall, whirlpool, wide-guard, work-up, yawn"
images/326.png,259,Marshtomp,Water,Ground,405,70,85,70,60,70,50,marshtomp,"amnesia, ancient-power, aqua-tail, attract, avalanche, bide, bite, blizzard, body-slam, brick-break, bulldoze, captivate, chilling-water, confide, counter, curse, defense-curl, dig, dive, double-edge, double-team, dynamic-punch, earth-power, earthquake, echoed-voice, endeavor, endure, facade, fling, focus-punch, foresight, frustration, growl, hail, headbutt, helping-hand, hidden-power, hydro-pump, ice-beam, ice-punch, icy-wind, iron-tail, liquidation, low-kick, mega-kick, mega-punch, mimic, mirror-coat, mud-bomb, mud-shot, mud-slap, mud-sport, muddy-water, natural-gift, power-up-punch, protect, rain-dance, rest, return, roar, rock-slide, rock-smash, rock-throw, rock-tomb, rollout, round, sand-tomb, scald, screech, secret-power, seismic-toss, sleep-talk, sludge, sludge-wave, snore, stealth-rock, stomp, strength, substitute, superpower, supersonic, surf, swagger, tackle, take-down, tera-blast, toxic, uproar, water-gun, water-pledge, water-pulse, waterfall, whirlpool, wide-guard, work-up, yawn"
images/327.png,260,Swampert,Water,Ground,535,100,110,90,85,90,60,swampert,"amnesia, ancient-power, aqua-tail, attract, avalanche, bide, bite, blizzard, body-press, body-slam, brick-break, bulk-up, bulldoze, captivate, chilling-water, confide, counter, curse, darkest-lariat, defense-curl, dig, dive, double-edge, double-team, dynamic-punch, earth-power, earthquake, echoed-voice, endeavor, endure, facade, fling, flip-turn, focus-blast, focus-punch, foresight, frustration, giga-impact, growl, hail, hammer-arm, hard-press, headbutt, helping-hand, hidden-power, high-horsepower, hydro-cannon, hydro-pump, hyper-beam, ice-beam, ice-punch, icy-wind, iron-tail, knock-off, liquidation, low-kick, mega-kick, mega-punch, mimic, mirror-coat, mud-bomb, mud-shot, mud-slap, mud-sport, muddy-water, natural-gift, outrage, poison-jab, power-up-punch, protect, rain-dance, rest, return, roar, rock-climb, rock-slide, rock-smash, rock-throw, rock-tomb, rollout, round, sand-tomb, scald, scary-face, screech, secret-power, seismic-toss, sleep-talk, sludge, sludge-wave, smack-down, snore, stealth-rock, stomp, stomping-tantrum, stone-edge, strength, substitute, superpower, supersonic, surf, swagger, tackle, take-down, tera-blast, toxic, uproar, water-gun, water-pledge, water-pulse, waterfall, weather-ball, whirlpool, wide-guard, work-up, yawn"
images/328.png,260,swampert-mega swampert,Water,Ground,635,100,150,110,95,110,70,swampert,"amnesia, ancient-power, aqua-tail, attract, avalanche, bide, bite, blizzard, body-press, body-slam, brick-break, bulk-up, bulldoze, captivate, chilling-water, confide, counter, curse, darkest-lariat, defense-curl, dig, dive, double-edge, double-team, dynamic-punch, earth-power, earthquake, echoed-voice, endeavor, endure, facade, fling, flip-turn, focus-blast, focus-punch, foresight, frustration, giga-impact, growl, hail, hammer-arm, hard-press, headbutt, helping-hand, hidden-power, high-horsepower, hydro-cannon, hydro-pump, hyper-beam, ice-beam, ice-punch, icy-wind, iron-tail, knock-off, liquidation, low-kick, mega-kick, mega-punch, mimic, mirror-coat, mud-bomb, mud-shot, mud-slap, mud-sport, muddy-water, natural-gift, outrage, poison-jab, power-up-punch, protect, rain-dance, rest, return, roar, rock-climb, rock-slide, rock-smash, rock-throw, rock-tomb, rollout, round, sand-tomb, scald, scary-face, screech, secret-power, seismic-toss, sleep-talk, sludge, sludge-wave, smack-down, snore, stealth-rock, stomp, stomping-tantrum, stone-edge, strength, substitute, superpower, supersonic, surf, swagger, tackle, take-down, tera-blast, toxic, uproar, water-gun, water-pledge, water-pulse, waterfall, weather-ball, whirlpool, wide-guard, work-up, yawn"
images/329.png,261,Poochyena,Dark,,220,35,55,35,30,30,35,poochyena,"assurance, astonish, attract, bite, body-slam, captivate, charm, confide, counter, covet, crunch, dark-pulse, dig, double-edge, double-team, embargo, endeavor, endure, facade, fire-fang, foul-play, frustration, headbutt, helping-hand, hidden-power, howl, hyper-voice, ice-fang, incinerate, iron-tail, lash-out, leer, me-first, mimic, mud-slap, nasty-plot, natural-gift, odor-sleuth, payback, play-rough, poison-fang, protect, psych-up, psychic-fangs, rain-dance, rest, retaliate, return, roar, rock-smash, round, sand-attack, scary-face, secret-power, shadow-ball, sleep-talk, snarl, snatch, snore, spite, substitute, sucker-punch, sunny-day, super-fang, swagger, tackle, take-down, taunt, tera-blast, thief, thunder-fang, torment, toxic, trailblaze, uproar, yawn"
images/330.png,262,Mightyena,Dark,,420,70,90,70,60,60,70,mightyena,"assurance, astonish, attract, bite, body-slam, captivate, charm, confide, counter, covet, crunch, dark-pulse, dig, double-edge, double-team, embargo, endeavor, endure, facade, fire-fang, foul-play, frustration, giga-impact, headbutt, helping-hand, hidden-power, howl, hyper-beam, hyper-voice, ice-fang, incinerate, iron-tail, laser-focus, lash-out, leer, mimic, mud-slap, nasty-plot, natural-gift, odor-sleuth, payback, play-rough, poison-fang, protect, psych-up, psychic-fangs, rain-dance, rest, retaliate, return, roar, rock-smash, round, sand-attack, scary-face, secret-power, shadow-ball, sleep-talk, snarl, snatch, snore, spite, strength, substitute, sucker-punch, sunny-day, super-fang, swagger, tackle, take-down, taunt, tera-blast, thief, throat-chop, thunder-fang, torment, toxic, trailblaze, uproar, yawn"
images/331.png,263,Zigzagoon,Normal,,240,38,30,41,30,41,60,zigzagoon,"attract, baby-doll-eyes, belly-drum, bestow, blizzard, body-slam, captivate, charge-beam, charm, confide, covet, cut, defense-curl, dig, double-edge, double-team, echoed-voice, endure, extreme-speed, facade, flail, fling, frustration, fury-cutter, grass-knot, growl, gunk-shot, headbutt, helping-hand, hidden-power, hone-claws, hyper-voice, ice-beam, icy-wind, iron-tail, last-resort, mimic, mud-shot, mud-slap, mud-sport, natural-gift, odor-sleuth, pin-missile, protect, pursuit, rain-dance, rest, retaliate, return, rock-climb, rock-smash, rollout, round, sand-attack, secret-power, seed-bomb, shadow-ball, shock-wave, simple-beam, sleep-talk, snore, substitute, sunny-day, super-fang, surf, swagger, swift, tackle, tail-slap, tail-whip, take-down, thief, thunder, thunder-wave, thunderbolt, tickle, toxic, trick, water-pulse, whirlpool, work-up"
images/332.png,263,Zigzagoon Galarian Zigzagoon,Dark,Normal,240,38,30,41,30,41,60,zigzagoon,"attract, baby-doll-eyes, belly-drum, bestow, blizzard, body-slam, captivate, charge-beam, charm, confide, covet, cut, defense-curl, dig, double-edge, double-team, echoed-voice, endure, extreme-speed, facade, flail, fling, frustration, fury-cutter, grass-knot, growl, gunk-shot, headbutt, helping-hand, hidden-power, hone-claws, hyper-voice, ice-beam, icy-wind, iron-tail, last-resort, mimic, mud-shot, mud-slap, mud-sport, natural-gift, odor-sleuth, pin-missile, protect, pursuit, rain-dance, rest, retaliate, return, rock-climb, rock-smash, rollout, round, sand-attack, secret-power, seed-bomb, shadow-ball, shock-wave, simple-beam, sleep-talk, snore, substitute, sunny-day, super-fang, surf, swagger, swift, tackle, tail-slap, tail-whip, take-down, thief, thunder, thunder-wave, thunderbolt, tickle, toxic, trick, water-pulse, whirlpool, work-up"
images/333.png,264,Linoone,Normal,,420,78,70,61,50,61,100,linoone,"attract, baby-doll-eyes, belly-drum, bestow, blizzard, body-slam, captivate, charge-beam, charm, confide, covet, cut, defense-curl, dig, double-edge, double-team, echoed-voice, endure, facade, flail, fling, frustration, fury-cutter, fury-swipes, giga-impact, grass-knot, growl, gunk-shot, headbutt, helping-hand, hidden-power, hone-claws, hyper-beam, hyper-voice, ice-beam, icy-wind, iron-tail, last-resort, mimic, mud-shot, mud-slap, mud-sport, natural-gift, odor-sleuth, pin-missile, play-rough, protect, rain-dance, rest, retaliate, return, roar, rock-smash, rollout, rototiller, round, sand-attack, secret-power, seed-bomb, shadow-ball, shadow-claw, shock-wave, slash, sleep-talk, snore, stomping-tantrum, strength, substitute, sunny-day, super-fang, surf, swagger, swift, switcheroo, tackle, tail-slap, tail-whip, take-down, thief, throat-chop, thunder, thunder-wave, thunderbolt, toxic, trick, water-pulse, whirlpool, work-up"
images/334.png,264,Linoone Galarian Linoone,Dark,Normal,420,78,70,61,50,61,100,linoone,"attract, baby-doll-eyes, belly-drum, bestow, blizzard, body-slam, captivate, charge-beam, charm, confide, covet, cut, defense-curl, dig, double-edge, double-team, echoed-voice, endure, facade, flail, fling, frustration, fury-cutter, fury-swipes, giga-impact, grass-knot, growl, gunk-shot, headbutt, helping-hand, hidden-power, hone-claws, hyper-beam, hyper-voice, ice-beam, icy-wind, iron-tail, last-resort, mimic, mud-shot, mud-slap, mud-sport, natural-gift, odor-sleuth, pin-missile, play-rough, protect, rain-dance, rest, retaliate, return, roar, rock-smash, rollout, rototiller, round, sand-attack, secret-power, seed-bomb, shadow-ball, shadow-claw, shock-wave, slash, sleep-talk, snore, stomping-tantrum, strength, substitute, sunny-day, super-fang, surf, swagger, swift, switcheroo, tackle, tail-slap, tail-whip, take-down, thief, throat-chop, thunder, thunder-wave, thunderbolt, toxic, trick, water-pulse, whirlpool, work-up"
images/335.png,265,Wurmple,Bug,,195,45,45,35,20,30,20,wurmple,"bug-bite, electroweb, poison-sting, snore, string-shot, tackle"
images/336.png,266,Silcoon,Bug,,205,50,35,55,25,25,15,silcoon,"bug-bite, electroweb, harden, iron-defense, poison-sting, string-shot, tackle"
images/337.png,267,Beautifly,Bug,Flying,395,60,70,50,100,50,65,beautifly,"absorb, acrobatics, aerial-ace, air-cutter, air-slash, attract, bug-bite, bug-buzz, captivate, confide, defog, double-edge, double-team, electroweb, endure, energy-ball, facade, flash, frustration, giga-drain, giga-impact, gust, harden, hidden-power, hyper-beam, infestation, iron-defense, laser-focus, leech-life, mega-drain, mimic, morning-sun, natural-gift, ominous-wind, poison-sting, protect, psychic, quiver-dance, rage, rest, return, roost, round, safeguard, secret-power, shadow-ball, signal-beam, silver-wind, sleep-talk, snore, solar-beam, string-shot, struggle-bug, stun-spore, substitute, sunny-day, swagger, swift, tackle, tailwind, thief, toxic, twister, u-turn, venoshock, whirlwind"
images/338.png,268,Cascoon,Bug,,205,50,35,55,25,25,15,cascoon,"bug-bite, electroweb, harden, iron-defense, poison-sting, string-shot, tackle"
images/339.png,269,Dustox,Bug,Poison,385,60,50,70,50,90,65,dustox,"acrobatics, aerial-ace, air-cutter, attract, bug-bite, bug-buzz, captivate, confide, confusion, defog, double-edge, double-team, electroweb, endure, energy-ball, extrasensory, facade, flash, frustration, giga-drain, giga-impact, gust, harden, hidden-power, hyper-beam, infestation, iron-defense, laser-focus, leech-life, light-screen, mimic, moonlight, natural-gift, ominous-wind, poison-powder, poison-sting, protect, psybeam, psychic, quiver-dance, rest, return, roost, round, secret-power, shadow-ball, signal-beam, silver-wind, sleep-talk, sludge-bomb, snore, solar-beam, string-shot, struggle-bug, substitute, sunny-day, swagger, swift, tackle, tailwind, thief, toxic, twister, u-turn, venoshock, whirlwind"
images/340.png,270,Lotad,Water,Grass,220,40,30,30,40,50,30,lotad,"absorb, astonish, attract, blizzard, body-slam, bubble, bubble-beam, bullet-seed, captivate, chilling-water, confide, counter, disarming-voice, double-edge, double-team, echoed-voice, endure, energy-ball, facade, flail, flash, frustration, giga-drain, grass-knot, grassy-glide, grassy-terrain, growl, hail, headbutt, hidden-power, ice-beam, icy-wind, leech-seed, magical-leaf, mega-drain, mimic, mist, muddy-water, natural-gift, nature-power, protect, rain-dance, razor-leaf, rest, return, round, scald, secret-power, seed-bomb, sleep-talk, snore, solar-beam, substitute, sunny-day, surf, swagger, sweet-scent, swords-dance, synthesis, take-down, teeter-dance, tera-blast, thief, tickle, toxic, trailblaze, uproar, water-gun, water-pulse, weather-ball, whirlpool, zen-headbutt"
images/341.png,271,Lombre,Water,Grass,340,60,50,50,60,70,50,lombre,"absorb, astonish, attract, blizzard, body-slam, brick-break, bubble, bubble-beam, bullet-seed, captivate, chilling-water, confide, counter, disarming-voice, dive, double-edge, double-team, drain-punch, dynamic-punch, echoed-voice, encore, endure, energy-ball, facade, fake-out, fire-punch, flail, flash, fling, frustration, fury-swipes, giga-drain, grass-knot, grassy-glide, grassy-terrain, growl, hail, headbutt, hidden-power, hone-claws, hydro-pump, hyper-voice, ice-beam, ice-punch, icy-wind, knock-off, leech-seed, magical-leaf, mega-drain, mega-kick, mega-punch, metronome, mimic, mist, mud-shot, mud-slap, muddy-water, natural-gift, nature-power, power-up-punch, protect, rain-dance, razor-leaf, rest, return, rock-smash, round, scald, secret-power, seed-bomb, sleep-talk, snore, solar-beam, strength, substitute, sunny-day, surf, swagger, sweet-scent, swords-dance, synthesis, take-down, teeter-dance, tera-blast, thief, thunder-punch, tickle, toxic, trailblaze, uproar, water-gun, water-pulse, water-sport, waterfall, weather-ball, whirlpool, zen-headbutt"
images/342.png,272,Ludicolo,Water,Grass,480,80,70,70,90,100,70,ludicolo,"absorb, amnesia, astonish, attract, blizzard, body-slam, brick-break, bubble-beam, bullet-seed, captivate, chilling-water, confide, counter, disarming-voice, dive, double-edge, double-team, drain-punch, dynamic-punch, echoed-voice, encore, endure, energy-ball, facade, fake-out, fire-punch, flail, flash, fling, focus-blast, focus-punch, frustration, fury-swipes, giga-drain, giga-impact, grass-knot, grassy-glide, grassy-terrain, growl, hail, headbutt, hidden-power, hone-claws, hydro-pump, hyper-beam, hyper-voice, ice-beam, ice-punch, ice-spinner, icy-wind, knock-off, leaf-storm, magical-leaf, mega-drain, mega-kick, mega-punch, metronome, mimic, mist, mud-shot, mud-slap, muddy-water, natural-gift, nature-power, power-up-punch, protect, rain-dance, razor-leaf, rest, return, rock-climb, rock-smash, round, scald, secret-power, seed-bomb, seismic-toss, sleep-talk, snore, solar-beam, strength, substitute, sunny-day, surf, swagger, sweet-scent, swift, swords-dance, synthesis, take-down, teeter-dance, tera-blast, thief, thunder-punch, tickle, toxic, trailblaze, uproar, water-gun, water-pulse, waterfall, weather-ball, whirlpool, zen-headbutt"
images/343.png,273,Seedot,Grass,,220,40,40,50,30,30,30,seedot,"absorb, amnesia, astonish, attract, beat-up, bide, body-slam, bullet-seed, captivate, confide, curse, defense-curl, defog, dig, double-edge, double-team, endeavor, endure, energy-ball, explosion, facade, false-swipe, flash, foul-play, frustration, giga-drain, grass-knot, grassy-glide, grassy-terrain, growth, harden, headbutt, hidden-power, leaf-storm, leech-seed, magical-leaf, mega-drain, mimic, nasty-plot, natural-gift, nature-power, night-slash, payback, power-swap, protect, quick-attack, rain-dance, razor-wind, rest, retaliate, return, rock-smash, rollout, round, secret-power, seed-bomb, self-destruct, shadow-ball, sleep-talk, snore, solar-beam, spite, substitute, sucker-punch, sunny-day, swagger, swords-dance, synthesis, tackle, take-down, tera-blast, toxic, trailblaze, worry-seed"
images/344.png,274,Nuzleaf,Grass,Dark,340,70,70,40,60,40,60,nuzleaf,"absorb, air-cutter, amnesia, assurance, astonish, attract, beat-up, body-slam, brick-break, bullet-seed, captivate, chilling-water, confide, curse, cut, dark-pulse, defense-curl, defog, dig, double-edge, double-team, embargo, endeavor, endure, energy-ball, explosion, extrasensory, facade, fake-out, false-swipe, feint-attack, flash, fling, foul-play, frustration, fury-cutter, giga-drain, grass-knot, grassy-glide, grassy-terrain, growth, harden, headbutt, hidden-power, hyper-beam, knock-off, lash-out, leaf-blade, leaf-storm, leech-seed, low-kick, low-sweep, magical-leaf, mega-drain, mega-kick, mimic, mud-slap, nasty-plot, natural-gift, nature-power, night-slash, payback, pound, power-swap, power-up-punch, protect, psych-up, quick-attack, rain-dance, razor-leaf, razor-wind, rest, retaliate, return, rock-slide, rock-smash, rock-tomb, rollout, round, scary-face, secret-power, seed-bomb, self-destruct, shadow-ball, sleep-talk, snarl, snore, solar-beam, solar-blade, spite, strength, substitute, sucker-punch, sunny-day, swagger, swift, swords-dance, synthesis, tackle, take-down, tera-blast, thief, torment, toxic, trailblaze, uproar, weather-ball, worry-seed"
